Filename	Document Name	Parties	Agreement Date	Effective Date	Expiration Date	Renewal Term (Days)	Notice Period To Terminate Renewal	Termination For Convenience	Change Of Control	Anti-Assignment	Revenue/Profit Sharing	Ip Ownership Assignment	Joint Ip Ownership	Non-Transferable License	Source Code Escrow	Post-Termination Services	Audit Rights	Uncapped Liability	Cap On Liability	Liquidated Damages	Warranty Duration
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_POWEROF.pdf	LIMITED POWER OF ATTORNEY	"FEDERATED INVESTMENT MANAGEMENT COMPANY (""Adviser""); FEDERATED ADVISORY SERVICES COMPANY (""FASC"")"	1/1/04					No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
EmmisCommunicationsCorp_20191125_8-K_EX-10.6_11906433_EX-10.6_Marketing Agreement.pdf	LOCAL PROGRAMMING AND MARKETING AGREEMENT (WQHT HD2)	MediaCo Holding Inc. (“Licensee”); WBLS-WLIB LLC (“Programmer”)	11/25/19	11/25/19	12/31/22			No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
NETZEEINC_11_14_2002-EX-10.3-MAINTENANCE AGREEMENT.PDF	MAINTENANCE AGREEMENT	"Netzee, inc. (""Netzee""); The Bankers Bank (""Bankers Bank"")"		3/1/01	3/1/02	365		No	No	No	No	No	No	No	No	No	No	No	No	No	No
IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT.PDF	MAINTENANCE AGREEMENT	"SAGEM S.A. (""MORPHO""); XIMAGE corporation (""XIMAGE"")"	1/31/94	12/10/93	12/10/94	365	60	No	No	Yes	No	Yes	No	No	No	No	No	No	Yes	No	No
SUNTRONCORP_05_17_2006-EX-10.22-MAINTENANCE AGREEMENT.PDF	MAINTENANCE AGREEMENT	"THAYER EQUITY INVESTORS IV, L.P. (""Investor""); U.S. Bank National ASSOCIATION (together with its successors and assigns in such capacity, the ""Agent""); (Investor and Agent collectively and together with their respective successors and assigns, the ""Lenders""); SUNTRON CORPORATION; K*TEC OPERATING CORP., SUNCTRON GCO L.P.; EFTC OPERATING CORP.; SUNTRON-IOWA, INC.; CURRENT ELECTRONICS, INC.; RM ELECTRONICS, INC.; SUNTRON-KANSAS, INC. (collectively, the ""Borrowers"")"	3/28/06					No	No	No	No	No	No	No	No	No	No	No	Yes	Yes	No
UAGHINC_04_14_2004-EX-10.18-MAINTENANCE AGREEMENT.PDF	MAINTENANCE AGREEMENT	"Universal Access, Inc. (""Company""); CityNet Telecommunications, Inc.(""Provider"")"	7/23/03	7/23/03	7/23/08	30	30	Yes	No	Yes	No	No	No	No	No	No	No	No	Yes	No	No
VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.PDF	Maintenance and Support Agreement	"VerticalNet,Inc (""VNI""); Vertical Enterprises LLC formerly known as Tradeum, Inc. which d/b/a VerticalNet Solutions (""VNE""; collectively with VNI, ""VERT""); Converge, Inc.(""Coverage"")"	10/9/01	10/1/01	3/31/03	365		No	Yes	Yes	No	No	No	No	No	No	No	No	Yes	No	Yes
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.PDF	Maintenance and support contract	EuroTel; Sicap Ltd		10/6/00	10/6/02	365	45	No	No	Yes	No	No	No	No	No	No	No	No	Yes	No	No
StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement.pdf	MANIFEST SYSTEM SERVICES AND CO-BRANDING AGREEMENT	"iShip.com, Inc. (""Company""); Mail Boxes Etc. USA, Inc. (""MBE"")"	4/27/99	4/27/99	4/27/04	730		No	Yes	Yes	Yes	Yes	No	No	No	Yes	Yes	No	Yes	No	No
BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement1.pdf	MANUFACTURING AGREEMENT	"Stremicks Heritage Foods, LLC (""Heritage""); PREMIER NUTRITION CORPORATION (""Premier"")(""Party:, collectively, the ""Parties"")"	7/1/17	7/1/17	12/31/22			No	No	Yes	No	No	No	No	No	Yes	Yes	No	No	No	No
"Antares Pharma, Inc. - Manufacturing Agreement.PDF"	Manufacturing Agreement	"Antares Pharma, Inc. (""Antares""); AMAG Pharmaceuticals, Inc. (""AMAG""); individually as ""Party"" and collectively as the ""Parties"""	3/20/18	3/20/18	Perpetual			No	No	Yes	No	No	No	No	No	No	Yes	No	Yes	No	No
ELECTRAMECCANICA VEHICLES CORP. - Manufacturing Agreement .PDF	Manufacturing Agreement	"Electrameccanica Vehicles Corp (""EMV""); Chongqing Zongshen Automobile Industry Co., LTD. (""Manufacturer""); ELECTRAMECCANICA VEHICLES CORP (""EMV"")"	02/1/17	02/1/17	02/1/21	365		No	No	Yes	No	No	No	Yes	No	Yes	Yes	No	No	No	No
"Sonos, Inc. - Manufacturing Agreement .PDF"	Manufacturing Agreement	"Sonos, Inc. (""Sonos""); Inventec Appliances Corporation (""IAC"")"	9/4/14	9/4/14	9/4/17	365	182	Yes	No	Yes	No	Yes	No	Yes	No	Yes	Yes	Yes	Yes	No	Yes
UpjohnInc_20200121_10-12G_EX-2.6_11948692_EX-2.6_Manufacturing Agreement_ Supply Agreement.pdf	MANUFACTURING AND SUPPLY AGREEMENT	"Pifzer Inc. (""Manufacturer""); Upjohn Inc. (""Customer"")(""Party"" or collectively as the ""Parties"")"				365	365	No	No	Yes	No	Yes	No	No	No	Yes	Yes	Yes	Yes	No	Yes
Apollo Endosurgery - Manufacturing and Supply Agreement.PDF	Manufacturing and Supply Agreement	"Apollo Endosurgery (""APOLLO""); Establishment Labs, S.A (""ESTABLISHMENT""); Apollo and Establishment shall hereinafter be individually referred to as a ""Party"" and collectively as the ""Parties"""	12/5/14	12/5/14	12/5/19	365	365	No	No	Yes	No	No	No	No	No	No	Yes	Yes	Yes	No	Yes
"VAPOTHERM, INC. - Manufacturing and Supply Agreement.PDF"	Manufacturing and Supply Agreement	"VAPOTHERM, INC (""Vapotherm""); MEDICA S.p.A. (""Medica"")"	1/1/13		1/1/16	365		No	Yes	Yes	No	No	No	No	No	No	Yes	Yes	Yes	No	No
NeuroboPharmaceuticalsInc_20190903_S-4_EX-10.36_11802165_EX-10.36_Manufacturing Agreement_ Supply Agreement.pdf	MANUFACTURING AND SUPPLY AGREEMENT (DA-9801 Licensed Products)	"Dong-A ST Co., Ltd. (""Dong-A""); NeuroBo Pharmaceuticals, Inc. (""NeuroBo"")"	9/28/18	9/28/18				No	No	No	No	No	No	No	No	No	Yes	No	No	No	Yes
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.PDF	MANUFACTURING OUTSOURCING AGREEMENT	"Nice Systems Ltc. (""NICE""); Flextronics Israel Ltd. (""CONTRACTOR"")"	1/21/02	1/21/02	1/21/05	1085	182	Yes	No	Yes	Yes	No	No	No	No	No	Yes	No	Yes	Yes	Yes
"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT.PDF"	"MANUFACTURING, DESIGN AND MARKETING AGREEMENT (t"	"Zounds Hearing, Inc. (""Subcontractor”); InnerScope Hearing Technologies, Inc. (""Manufacturer); Subcontractor and Manufacturer (individually as “Party” or collectively as the “Parties"")"	10/3/18	10/3/18	10/3/28	365	60	No	Yes	Yes	Yes	No	No	No	No	Yes	Yes	No	Yes	Yes	Yes
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT.PDF	MARINE TRANSPORTATION AGREEMENT	"Martin Operating Partnership L.P. (""Owner""); Midstream Fuel Service LLC (""Charterer"")"	12/23/03	12/23/03	12/23/06	365	30	No	No	Yes	No	No	No	No	No	No	No	No	Yes	No	Yes
CybergyHoldingsInc_20140520_10-Q_EX-10.27_8605784_EX-10.27_Affiliate Agreement.pdf	MARKETING AFFILIATE AGREEMENT	"Birch First Global Investments Inc. (""Company""); Mount Kowledge Holdings Inc. (""Marketing Affiliate"", ""MA"")"	5/8/14		12/31/14	365	30	No	No	Yes	No	No	No	No	No	No	Yes	No	Yes	No	Yes
SteelVaultCorp_20081224_10-K_EX-10.16_3074935_EX-10.16_Affiliate Agreement.pdf	MARKETING AFFILIATE AGREEMENT	"Equidata, Inc. (“Equidata”); National Credit Report.com, LLC (“Marketing Affiliate”)"	10/1/08	10/1/08	10/1/09	365		No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	No	No
"Loop Industries, Inc. - Marketing Agreement.PDF"	Marketing Agreement	"Loop Industries, Inc. (""Loop""); Indorama Loop Technologies, LLC (""Joint Venture Company”); Loop and Joint Venture Company (individually a ""Party, together they are the ""Parties"")"	09/1/18	09/1/18	perpetual			No	No	Yes	No	Yes	No	No	No	No	No	Yes	Yes	No	No
TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement.pdf	MARKETING AND RESELLER AGREEMENT	"Todos Medical Ltd. (""Todos""); Care G. B. Plus Ltd. (""Reseller"")"	12/20/18	12/20/18	12/20/23	1820	60	No	No	Yes	No	No	No	Yes	No	Yes	Yes	Yes	Yes	No	Yes
DYNAMEXINC_06_06_1996-EX-10.4-TRANSPORTATION SERVICES AGREEMENT.PDF	MARKETING AND TRANSPORTATION SERVICES AGREEMENT	"Purolator Courier Ltd. (""Purolator""); Parcelway Courier Systems Canada Ltd. a subsidiary of Dynamex Inc. (""Dynamex"")"	11/20/95	11/20/95	perpetual			Yes	Yes	Yes	No	No	No	No	No	Yes	Yes	No	Yes	Yes	No
"Magenta Therapeutics, Inc. - Master Development and Manufacturing Agreement.PDF"	Master Development and Manufacturing Agreement	"Magenta Therapeutics, Inc. (""Magenta""); Bachem Americas, Inc. (""Bachem"") (individually as a “Party” or collectively as the “Parties”)"	2/13/18	2/13/18	2/13/23	365		Yes	No	Yes	No	Yes	No	No	No	No	Yes	Yes	Yes	No	Yes
SimplicityEsportsGamingCompany_20181130_8-K_EX-10.1_11444071_EX-10.1_Franchise Agreement.pdf	MASTER FRANCHISE AGREEMENT	"Smaaash Entertainment Private Limited (""Franchisor""); I-AM Capital Acquisition Company (""Franchise"")"	11/20/18	11/20/18	perpetual			No	No	Yes	Yes	Yes	No	No	No	No	Yes	No	No	No	No
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1.pdf	MASTER FRANCHISE AGREEMENT	"Kiosk Concepts Inc. (""we"", ""us"", ""our""); The Grilled Cheese Truck, Inc. (""you"", ""your"", ""Master Franchisee"")"	1/1/15	1/1/15	1/1/25	3650		No	Yes	Yes	Yes	Yes	No	No	No	Yes	Yes	No	Yes	Yes	No
IbioInc_20200313_8-K_EX-10.1_12052678_EX-10.1_Development Agreement.pdf	MASTER JOINT DEVELOPMENT AGREEMENT	"iBio Inc.; Beijing CC-Pharming Ltd. (""CC-Pharming"")"	8/8/18	8/8/18				No	No	Yes	No	No	Yes	Yes	No	No	No	Yes	Yes	No	No
BloomEnergyCorp_20180321_DRSA (on S-1)_EX-10_11240356_EX-10_Maintenance Agreement.pdf	MASTER OPERATION AND MAINTENANCE AGREEMENT	"BLOOM ENERGY CORPORATION (“BE” or, in its capacity as operator hereunder, “Operator”); DIAMOND STATE GENERATION PARTNERS, LLC (""Owner"")"	4/13/12					No	No	Yes	No	No	No	No	No	Yes	Yes	Yes	Yes	No	Yes
"PAXMEDICA,INC_07_02_2020-EX-10.12-Master Service Agreement.PDF"	Master Service Agreement	"CRO Consultiong (Pty) Limited (""CRO""); Purinis Pharmaceuticals LLC (""Client"")"	5/25/08	5/25/18				Yes	No	Yes	No	Yes	No	No	No	Yes	No	Yes	Yes	No	No
"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part1.pdf"	Master Services Agreement	"Kubient Inc. (""Kubient""); The Associated Press (the ""Customer"")(individually as a ""Party"" and collectively as the ""Parties"")"	2/5/20		2/5/21	365		Yes	No	Yes	Yes	No	No	Yes	No	No	No	Yes	Yes	No	No
MERITLIFEINSURANCECO_06_19_2020-EX-10.(XIV)-MASTER SERVICES AGREEMENT.PDF	MASTER SERVICES AGREEMENT (	"Clear Capital (""Company""); Radial Spark, LLC (""Contractor"")"	9/24/18	9/24/18	perpetual			Yes	No	Yes	No	Yes	No	No	No	No	No	Yes	Yes	No	No
ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement.pdf	MASTER SUPPLY AGREEMENT	"REYNOLDS CONSUMER PRODUCTS LLC (""Seller""); PACTIV LLC (""Buyer"")(""Party"" and collectively at times as the ""Parties"")"	11/1/19	11/1/19				No	Yes	Yes	No	No	No	No	No	No	No	Yes	Yes	No	No
"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT.PDF"	MASTER SUPPLY AGREEMENT	"Premier Nutrition Company, LLC, (""Buyer"" or ""PNC""); Fonterra (USA) Inc., (""Supplier"" or ""Fonterra""); (each ""Party"", collectively ""Parties"")"	10/31/19	10/31/19	10/31/24	1820	365	No	No	Yes	No	No	No	No	No	No	Yes	Yes	Yes	No	No
WatchitMediaInc_20061201_8-K_EX-10.1_4148672_EX-10.1_Content License Agreement.pdf	Media Content and License Agreement	Watchit Media; Oceanic Time Warner Cable		09/01/06	12/31/06			No	No	No	No	No	No	No	No	No	No	No	No	Yes	No
GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.6_11951677_EX-10.6_License Agreement.pdf	MEDIA LICENSE AGREEMENT	"NATIONAL FOOTBALL MUSEUM, INC. d/b/a Pro Football Hall of Fame (""PFHOF""); HOF Village, LLC (""Village Media Company""); HOF Village, LLC (""HOFV"")"			12/31/34	1820	182	No	Yes	Yes	No	Yes	No	Yes	No	Yes	No	No	No	No	No
VgrabCommunicationsInc_20200129_10-K_EX-10.33_11958828_EX-10.33_Development Agreement.pdf	Mobile Application Development Agreement	"VGrab Asia Ltd. (""VAL""); Mr. Zheng Qing, Mr. Gu Xianwin and Ms. Chen Weijie (""Developer"")"	3/5/19	3/5/19	09/05/19; perpetual			Yes	No	No	No	Yes	No	No	No	No	No	No	No	No	Yes
PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.pdf	MOBILE VIRTUALNETWORK ENABLER HOSTING AGREEMENT	"Elephant Talk Communication Holding AG (""ELEPHANT TALK""); T-Mobile Netherlands B.V. (""T-Mobile"")(""Party"" and together as ""Parties"")"	9/18/08	9/18/08				Yes	No	Yes	No	No	No	No	No	No	No	Yes	Yes	Yes	No
ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR AGREEMENT.PDF	Multiple LINAC and Multi-Modality Distributor Agreement	"ACCURAY INCORPORATED, (""Accuray""); SIEMENS AKTIENGESELLSCHAFT (""Siemens"")"	6/8/10	6/8/10	perpetual			No	No	Yes	No	No	No	Yes	No	Yes	No	Yes	Yes	No	Yes
LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License Agreement2.pdf	MUTUAL TERMINATION AGREEMENT	"Beijing SINA Internet Information Service Co. (""Beijing SINA""); Shanghai SINA Leju Information Technology Co. Ltd. (""SINA Leju"")"	1/1/09					No	No	No	No	No	No	No	No	No	No	No	No	No	No
DigitalCinemaDestinationsCorp_20111220_S-1_EX-10.10_7346719_EX-10.10_Affiliate Agreement.pdf	NETWORK AFFILIATE AGREEMENT	"National CineMedia, LLC (“NCM”); Digital Cinema Destinations Corp.; “Network Affiliate” and with NCM, ""Party"" and collectively, the ""Parties"""	3/14/11		1/1/16			No	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	No	No
AtnInternationalInc_20191108_10-Q_EX-10.1_11878541_EX-10.1_Maintenance Agreement.pdf	Network Build and Maintenance Agreement 	"Commnet Wireless, LLC (""Vendor""); AT&T Mobility LLC (""AT&T"") (""Party"" or in the plural as the ""Parties."")"	7/31/19	7/31/19				No	Yes	Yes	No	Yes	No	Yes	No	Yes	Yes	Yes	Yes	No	Yes
ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement.PDF	Network Management Outsourcing Agreement	"(BANK OF SOUTH PACIFIC LIMITED (""BSP"" or ""Bank of South Pacific Ltd""); DATEC (PNG) LIMITED (""Datec PNG Limited"" or ""Datec"" or ""PNG""))"	6/16/04	6/16/04	6/16/09	1820		Yes	Yes	Yes	No	No	No	No	No	No	Yes	No	No	Yes	No
WESTERN COPPER - NON-COMPETITION AGREEMENT.PDF	NON COMPETITION AGREEMENT AND RIGHT OF FIRST OFFER	"Glamis Gold Ltd. and all of its subsidiaries and other Affiliates (""Glamis""); Western Copper Corporation and all of its subsidiaries and other Affiliates (""Western Copper"")"	5/3/06	5/3/06				No	No	No	No	No	No	No	No	No	No	No	No	No	No
"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT.PDF"	NON-COMPETITION AGREEMENT AMENDMENT NO. 1	"VIVINT SOLAR, INC. (together with its successors and permitted assigns, “VivintSolar”); VIVINT, INC. (together with its successors and permitted assigns “Vivint”) Vivint Solar and Vivint (individually as a “Party”, and collectively as the “Parties”)"	8/16/17					No	No	No	No	No	No	No	No	No	No	No	No	No	No
Quaker Chemical Corporation - NON COMPETITION AND NON SOLICITATION AGREEMENT.PDF	NON-COMPETITION AND NON-SOLICITATION AGREEMENT	"Quaker Chemical Corporation (“Buyer”); Gulf Houghton Lubricants Ltd. (“Gulf Houghton”); Gulf Oil International Limited (“GulfInternational”); GOCL Corporation Limited (“Gulf Oil” and, together with Gulf Houghton andGulf International, the “Sellers” and each, a “Seller”); Gulf Oil Lubricants India, Ltd (“Gulf India”), solely for purposes of Section 1(c)[Confidentiality; Non-competition; Non-solicitation]"	8/1/19	8/1/19				No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No
ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor Agreement.pdf	NON-EXCLUSIVE DISTRIBUTOR AGREEMENT	"iMine Corporation (""JRVS""); SUNWAI Technology (""Distributor"")"	7/19/18	7/19/18	7/19/20			Yes	No	Yes	No	No	No	No	No	No	Yes	No	Yes	No	Yes
VirtuosoSurgicalInc_20191227_1-A_EX1A-6 MAT CTRCT_11933379_EX1A-6 MAT CTRCT_License Agreement.pdf	NON-EXCLUSIVE LICENSE AGREEMENT- FOR SALES	"The John Hopkins University (""JHU""); Virtuoso Surgical, Inc. (""Company"")"	5/3/16	5/11/16				Yes	Yes	Yes	Yes	No	No	Yes	No	No	Yes	No	Yes	Yes	No
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.pdf	NONEXCLUSIVE VALUE ADDED DISTRIBUTOR AGREEMENT	"ScanSource, Inc. (""Distributor""); Cisco Systems, Inc. (""Cisco"")"	1/22/07	1/22/07	1/22/09	365		Yes	No	Yes	No	No	No	Yes	No	Yes	Yes	Yes	Yes	No	Yes
AgapeAtpCorp_20191202_10-KA_EX-10.1_11911128_EX-10.1_Supply Agreement.pdf	ODM SUPPLY AGREEMENT	"ORGANIC PREPARATIONS INC. (""the Manufacturer""); AGAPE ATP INTERNATIONAL HOLDING LIMITED (""the Customer"")"	1/15/18	1/15/18	1/15/28	3650	182	No	Yes	Yes	No	Yes	No	No	No	No	No	No	No	No	Yes
DYNTEKINC_07_30_1999-EX-10-ONLINE HOSTING AGREEMENT.PDF	Online Hosting Agreement	"Diplomat Direct Marketing Corporation (""Diplomat""); Tadeo E-Commerce Corp. (""Tadeo"")"	6/1/99	6/1/99	6/1/00	365		Yes	Yes	Yes	No	Yes	No	No	No	No	Yes	No	No	No	No
SANDRIDGEENERGYINC_08_06_2009-EX-10.6-OPERATIONS AND MAINTENANCE AGREEMENT.PDF	OPERATIONS AND MAINTENANCE AGREEMENT	"Piñon Gathering Company, LLC (""Owner""); SandRidge Midstream, Inc. (""Operator"")"	6/30/09	6/30/09	6/30/29			Yes	Yes	Yes	No	No	No	No	No	Yes	Yes	No	Yes	No	No
"SPIENERGYCO,LTD_03_09_2011-EX-99.5-OPERATIONS AND MAINTENANCE AGREEMENT.PDF"	OPERATIONS AND MAINTENANCE AGREEMENT	"Solar Tax Partners 1, LLC (""Owner""); Solar Power, Inc. (""Service Provider""); (Owner and Service Provider are sometimes hereinafter referred to individually as a “Party” and collectively as  the “Parties"")"	12/11/09	12/11/09	12/11/19	365	30	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT.PDF	OPERATIONS AND MAINTENANCE AGREEMENT	"MAGELLAN TERMINALS HOLDINGS, L.P. (""Owner""); OMEGA REFINING , LLC ("" Omega or Operator""); Individually as ""Party"" and collectively as ""Parties"""	11/3/10	11/3/10				Yes	No	Yes	No	No	No	No	No	Yes	Yes	No	Yes	No	No
"GWG HOLDINGS, INC. - ORDERLY MARKETING AGREEMENT.PDF"	ORDERLY MARKETING AGREEMENT	"GWG Holdings, Inc. (""GWG""); Trust Advisors to the Seller Trusts (""Trust Advisors""); GWG and Trust Advisors (each a  “Party” and collectively as the “Parties”)"	12/27/18	12/27/18	12/27/19			Yes	No	No	No	No	No	No	No	No	No	No	No	No	No
HfEnterprisesInc_20191223_S-1_EX-10.22_11931299_EX-10.22_Development Agreement.pdf	OUTSOURCE TECHNOLOGY DEVELOPMENT AGREEMENT	"Document Security Systems, Inc. (""DSS""); HotApp International Ltd. (""Developer"")"	3/1/18	3/1/18	3/1/19	30	30	Yes	Yes	Yes	No	Yes	No	Yes	No	No	No	No	No	No	No
FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement.pdf	OUTSOURCING AGREEMENT	"SLICON SMELTERS PTY LTD (""Customer""); ESPACIO INFORMATION TECHNOLOGY, SA. (""EIT"")"	1/1/09	1/1/09		365	90	Yes	No	No	No	No	No	No	No	No	No	No	Yes	No	No
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement.pdf	Outsourcing Agreement	"Paratek Pharmaceuticals, Inc. (""Customer""); CARBOGEN AMCIS AG (“Supplier” and, collectively with Customer, the “Parties”, and each, a “Party)"	12/30/16	12/30/16				Yes	Yes	Yes	No	Yes	No	Yes	No	Yes	Yes	Yes	Yes	No	Yes
PhotronicsInc_20171219_10-QA_EX-10.28_10982650_EX-10.28_Outsourcing Agreement.pdf	OUTSOURCING AGREEMENT	"Photronics, Inc. (“Photronics”); Dai Nippon Printing Co., Ltd. (“DNP”); Photronics DNP Photomask Corporation (“PDMC”); Xiamen American Japan Photronics Mask Co., Ltd. (""Company""); Phototronics and DNP (""Shareholder"" and collectively as ""Shareholders""); Shareholder and PDMC (""Supplier"" and collectively as the Suppliers"")"	5/16/17		perpetual			No	No	No	No	No	No	No	No	No	No	Yes	Yes	No	Yes
ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING AGREEMENT.PDF	OUTSOURCING AGREEMENT	"Twin Cities Power Holdings, LLC (""Company""); Redwater LLC (""Contractor"")"	1/1/12	1/1/12	perpetual			Yes	No	Yes	No	Yes	No	No	No	Yes	Yes	No	No	No	No
BNLFINANCIALCORP_03_30_2007-EX-10.8-OUTSOURCING AGREEMENT.PDF	Outsourcing Agreement	"Virtual Item Processing Systems, Inc. (""VIP""); Brokers National Life Assurance Company (""BNL"")"	5/1/06	5/1/06	5/1/07	365	182	No	No	Yes	No	No	No	No	No	Yes	No	Yes	Yes	Yes	No
SYKESHEALTHPLANSERVICESINC_04_24_1998-EX-10.14-OUTSOURCING AGREEMENT.PDF	OUTSOURCING AGREEMENT	"Sykes HealthPlan Services, Inc. (""SHPS""); HealthPlan Services, Inc. (""HFS"")"	1/1/98	1/1/98	12/31/98	365	90	No	No	Yes	Yes	No	No	No	No	No	Yes	No	No	No	No
TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT.PDF	Outsourcing Agreement	"Tri City National Bank (""Customer""); Marshall & Ilsley Corporation (""M&I"")"	2/16/98	2/16/98	11/16/06	365		Yes	Yes	Yes	No	No	No	Yes	Yes	Yes	Yes	No	Yes	Yes	No
DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.PDF	OUTSOURCING AGREEMENT	"(Dragon Systems, Inc. (""Dragon Systems""); Modus Media International (""MMI"")"	1/19/98	1/19/98	perpetual			Yes	No	No	No	No	No	No	No	No	No	No	Yes	No	Yes
NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF	OUTSOURCING AGREEMENT	"WYZZ, Inc. and WYZZ Licensee, Inc. (collectively ""WYZZ""); Peoria, L.L.C. (""NEXSTAR"")"	11/28/01	12/1/01	11/28/08			Yes	No	Yes	Yes	No	No	No	No	Yes	Yes	No	Yes	No	No
MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF	Outsourcing Base Agreement	"(International Business Machines Corporation (""IBM""); Manufacturers' Services Western US Operations, Inc. (""MSL""))"	5/5/98	6/1/98	6/1/01	270	180	Yes	Yes	Yes	No	Yes	No	No	No	Yes	Yes	No	Yes	Yes	Yes
ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement.pdf	Outsourcing Contract on Development of Miaoli Royal Resort Hotel	"The HUANG JIA Country CLUB and Recreation Inc. (""Party A""); Chang Chen-Bin Architects Office (""Party B"")"	10/29/15					No	No	No	No	No	No	No	No	No	No	No	No	No	No
HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.PDF	PHOTO RETOUCHING OUTSOURCING AGREEMENT	"(DGT Corp. (""DGT""); Dolphin Industries Limited (""Dolphin"")"	6/1/06					No	No	No	No	No	No	No	No	No	Yes	No	Yes	No	No
BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.PDF	Premium Managed Hosting Agreement	AstroNutrition.com; deep systems	3/1/05	3/1/05	2/28/06			No	No	No	No	No	No	No	No	No	No	No	No	No	No
IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding Agreement.pdf	PRODUCT DEVELOPMENT AND CO-BRANDING AGREEMENT	"INTEGRITY INCORPORATED (""Integrity""); TIME LIFE, INC. d/b/a Time Life Music (""TL"")"	1/10/00		12/31/04			No	No	Yes	Yes	No	Yes	No	No	No	Yes	No	No	No	No
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.pdf	"Product License Schedule

Software License, Customization and Maintenance Agreement"	"Bank of America, N.A. (""Bank of America""); Cardlytics, (""Supplier"")"				365		Yes	No	No	No	No	No	No	No	No	No	No	No	No	Yes
KitovPharmaLtd_20190326_20-F_EX-4.15_11584449_EX-4.15_Manufacturing Agreement.pdf	PRODUCT MANUFACTURING AGREEMENT	"DEXCEL LTD. (""Dexcel""); KITOV Pharma Ltd. (""Kitov"")(""Parties"" and individually a ""Party"")"						No	Yes	Yes	No	No	Yes	No	No	Yes	Yes	Yes	Yes	No	Yes
XpresspaGroupInc_20190401_10-K_EX-10.28_11599457_EX-10.28_Marketing Agreement.pdf	PRODUCT SALE AND MARKETING AGREEMENT	"Calm.com, Inc. (""Calm""); XpresSpa Group, Inc. (""XPSA"")(""Party"" and collectively as the ""Parties"")"	11/12/18	11/12/18	7/31/19	182	30	No	Yes	Yes	Yes	Yes	No	Yes	No	Yes	Yes	No	Yes	No	No
